equipment_id,equipment_type,manufacturer,model,serial_number,purchase_date,warranty_expiration,operating_system,processor,ram_size,last_test_date
607,laptop,Midel,Lenovo ThinkCentre,ABC123,9/4/2012,6/8/2025,Ubuntu 20.04,AMD Ryzen 5,11,7/1/2023
608,desktop,Blognation,Dell OptiPlex,GHI789,5/4/2021,12/13/2024,Windows 10,AMD Ryzen 5,6,8/8/2023
609,desktop,Yambee,Lenovo ThinkCentre,GHI789,12/17/2019,7/20/2024,macOS Big Sur,AMD Ryzen 5,19,11/24/2023
610,printer,Izio,Dell OptiPlex,GHI789,8/25/2019,5/2/2022,Ubuntu 20.04,Intel Core i7,30,12/13/2022
611,scanner,Layo,Lenovo ThinkCentre,DEF456,7/20/2011,5/28/2025,Ubuntu 20.04,Qualcomm Snapdragon,32,10/10/2020
612,desktop,Roodel,HP EliteBook,DEF456,8/2/2017,12/15/2025,macOS Big Sur,AMD Ryzen 5,16,7/29/2023
613,scanner,Gabcube,Dell OptiPlex,GHI789,11/8/2017,2/8/2024,Windows 10,AMD Ryzen 5,13,11/9/2020
614,printer,Thoughtbridge,Dell OptiPlex,ABC123,5/26/2012,5/23/2024,Windows 10,AMD Ryzen 5,28,2/20/2020
615,laptop,Devshare,HP EliteBook,DEF456,6/2/2017,3/31/2024,Windows 10,Intel Core i7,14,9/14/2022
616,scanner,Demizz,Lenovo ThinkCentre,ABC123,5/15/2021,12/8/2023,Ubuntu 20.04,Qualcomm Snapdragon,24,1/10/2024
617,laptop,Skipstorm,Lenovo ThinkCentre,DEF456,5/20/2013,6/8/2025,Ubuntu 20.04,Qualcomm Snapdragon,21,10/9/2022
618,printer,Youfeed,HP EliteBook,GHI789,8/26/2017,7/13/2025,Ubuntu 20.04,Qualcomm Snapdragon,19,7/24/2021
619,laptop,Eabox,HP EliteBook,ABC123,8/19/2017,1/13/2023,Ubuntu 20.04,Qualcomm Snapdragon,28,3/20/2022
620,server,Tagpad,Dell OptiPlex,DEF456,9/14/2013,6/19/2025,Windows 10,Intel Core i7,23,4/8/2021
621,scanner,Dabjam,Lenovo ThinkCentre,GHI789,6/25/2014,8/27/2025,Ubuntu 20.04,AMD Ryzen 5,28,11/16/2021
622,laptop,Wordpedia,Dell OptiPlex,GHI789,7/3/2012,5/21/2024,Windows 10,AMD Ryzen 5,4,12/31/2020
623,printer,Jaloo,Dell OptiPlex,DEF456,10/17/2018,12/3/2025,Windows 10,AMD Ryzen 5,8,4/4/2021
624,scanner,Voonix,HP EliteBook,ABC123,2/4/2015,9/8/2025,Ubuntu 20.04,Qualcomm Snapdragon,10,1/15/2023
625,printer,Feedfish,Lenovo ThinkCentre,ABC123,10/5/2012,4/19/2023,Windows 10,AMD Ryzen 5,12,6/7/2021
626,laptop,Innotype,HP EliteBook,DEF456,6/16/2017,3/20/2023,Windows 10,Intel Core i7,22,12/16/2020
627,laptop,Yadel,Dell OptiPlex,ABC123,9/28/2016,11/13/2022,Windows 10,Qualcomm Snapdragon,24,7/17/2022
628,printer,Thoughtsphere,Lenovo ThinkCentre,GHI789,4/7/2010,5/15/2024,macOS Big Sur,AMD Ryzen 5,20,10/25/2022
629,printer,Agivu,Lenovo ThinkCentre,GHI789,8/4/2020,12/21/2023,Ubuntu 20.04,Qualcomm Snapdragon,5,1/2/2024
630,desktop,Babblestorm,Dell OptiPlex,ABC123,5/13/2014,6/13/2022,Windows 10,AMD Ryzen 5,11,12/22/2022
631,server,Yata,HP EliteBook,DEF456,4/12/2015,10/19/2022,Windows 10,AMD Ryzen 5,4,3/5/2020
632,printer,Avamba,Dell OptiPlex,ABC123,10/14/2011,11/11/2022,Ubuntu 20.04,Intel Core i7,19,1/28/2021
633,printer,Meejo,Dell OptiPlex,ABC123,11/16/2012,12/24/2025,Ubuntu 20.04,AMD Ryzen 5,28,4/17/2021
634,laptop,Kwinu,HP EliteBook,DEF456,7/8/2010,3/8/2024,Ubuntu 20.04,Qualcomm Snapdragon,30,11/23/2020
635,laptop,Youbridge,HP EliteBook,DEF456,6/11/2015,2/17/2022,Windows 10,Qualcomm Snapdragon,4,8/8/2021
636,scanner,Skimia,Dell OptiPlex,DEF456,8/30/2015,12/21/2024,macOS Big Sur,Qualcomm Snapdragon,13,7/14/2021
637,server,Zooxo,HP EliteBook,ABC123,2/26/2017,7/3/2022,Windows 10,Qualcomm Snapdragon,20,9/17/2023
638,printer,Topiclounge,Dell OptiPlex,GHI789,1/15/2015,9/2/2023,Ubuntu 20.04,Intel Core i7,18,2/12/2023
639,scanner,Photobug,Dell OptiPlex,ABC123,12/7/2010,3/14/2023,Ubuntu 20.04,AMD Ryzen 5,8,12/14/2023
640,desktop,Skilith,Dell OptiPlex,DEF456,9/9/2010,11/23/2023,Ubuntu 20.04,Intel Core i7,11,11/3/2021
641,server,Photobean,Lenovo ThinkCentre,ABC123,8/30/2012,10/31/2024,Windows 10,Qualcomm Snapdragon,5,8/21/2022
642,desktop,Innojam,Dell OptiPlex,GHI789,6/28/2019,6/18/2023,macOS Big Sur,Intel Core i7,19,7/31/2022
643,server,Voomm,Dell OptiPlex,GHI789,7/7/2011,8/3/2024,Ubuntu 20.04,AMD Ryzen 5,4,11/10/2022
644,desktop,Thoughtsphere,Lenovo ThinkCentre,DEF456,5/14/2018,6/21/2025,Ubuntu 20.04,Qualcomm Snapdragon,22,12/16/2020
645,server,Divanoodle,HP EliteBook,DEF456,12/20/2012,9/24/2023,Windows 10,Intel Core i7,5,7/4/2020
646,desktop,Innojam,Dell OptiPlex,GHI789,2/21/2011,9/4/2023,Ubuntu 20.04,AMD Ryzen 5,21,4/12/2022
647,laptop,Flashset,HP EliteBook,GHI789,5/27/2021,9/15/2022,macOS Big Sur,AMD Ryzen 5,18,2/10/2020
648,scanner,Skibox,Lenovo ThinkCentre,ABC123,8/14/2015,4/24/2025,macOS Big Sur,Intel Core i7,24,1/15/2022
649,scanner,Eimbee,Dell OptiPlex,GHI789,10/21/2018,1/20/2025,Ubuntu 20.04,Intel Core i7,8,7/10/2021
650,server,Quatz,Lenovo ThinkCentre,ABC123,4/2/2012,7/18/2025,Windows 10,AMD Ryzen 5,27,3/3/2023
651,server,Youbridge,Lenovo ThinkCentre,DEF456,2/26/2010,4/28/2025,macOS Big Sur,AMD Ryzen 5,27,12/7/2021
652,printer,Jaxworks,Lenovo ThinkCentre,GHI789,5/9/2010,4/4/2025,macOS Big Sur,AMD Ryzen 5,14,11/18/2023
653,desktop,Wordpedia,HP EliteBook,GHI789,7/29/2018,10/23/2023,Ubuntu 20.04,Qualcomm Snapdragon,7,4/11/2020
654,server,Mycat,HP EliteBook,ABC123,8/7/2018,1/22/2022,Ubuntu 20.04,Intel Core i7,9,6/9/2023
655,laptop,Meetz,Dell OptiPlex,DEF456,5/20/2018,3/7/2025,macOS Big Sur,Intel Core i7,27,12/30/2020
656,scanner,Wikibox,Dell OptiPlex,GHI789,7/23/2019,10/1/2022,Ubuntu 20.04,AMD Ryzen 5,9,3/31/2023
657,server,Quinu,HP EliteBook,GHI789,2/20/2012,5/30/2024,macOS Big Sur,Intel Core i7,18,11/16/2020
658,printer,Katz,HP EliteBook,ABC123,2/6/2012,10/31/2025,Ubuntu 20.04,Intel Core i7,8,11/17/2021
659,scanner,Minyx,Lenovo ThinkCentre,DEF456,3/28/2015,2/26/2025,Windows 10,AMD Ryzen 5,24,1/19/2021
660,server,Quamba,Lenovo ThinkCentre,DEF456,3/12/2020,7/28/2022,macOS Big Sur,Qualcomm Snapdragon,6,4/12/2023
661,desktop,Eamia,Dell OptiPlex,DEF456,2/7/2012,2/25/2022,Windows 10,Qualcomm Snapdragon,32,10/4/2020
662,server,Skiba,Lenovo ThinkCentre,ABC123,8/2/2018,7/24/2023,Ubuntu 20.04,AMD Ryzen 5,27,9/13/2021
663,printer,Jetpulse,Lenovo ThinkCentre,DEF456,12/13/2011,12/28/2023,Windows 10,Intel Core i7,6,1/7/2021
664,server,Dazzlesphere,Lenovo ThinkCentre,GHI789,12/23/2017,9/5/2024,Ubuntu 20.04,AMD Ryzen 5,4,4/10/2023
665,laptop,Meembee,Dell OptiPlex,ABC123,9/5/2017,7/29/2023,Windows 10,Intel Core i7,23,6/5/2023
666,desktop,Jayo,Lenovo ThinkCentre,DEF456,1/23/2015,11/12/2023,Windows 10,AMD Ryzen 5,5,10/20/2022
667,printer,Meetz,Dell OptiPlex,DEF456,2/20/2018,1/15/2023,macOS Big Sur,Qualcomm Snapdragon,24,6/16/2022
668,laptop,Wikido,HP EliteBook,GHI789,8/25/2012,2/16/2023,macOS Big Sur,AMD Ryzen 5,7,8/2/2021
669,scanner,Oba,Lenovo ThinkCentre,DEF456,5/29/2010,9/9/2024,Ubuntu 20.04,Qualcomm Snapdragon,15,6/6/2023
670,printer,Quire,Lenovo ThinkCentre,DEF456,1/27/2018,6/21/2023,Ubuntu 20.04,AMD Ryzen 5,4,11/30/2021
671,desktop,Oyope,Dell OptiPlex,ABC123,5/5/2018,9/19/2025,Windows 10,Qualcomm Snapdragon,12,6/12/2021
672,laptop,Thoughtstorm,Dell OptiPlex,ABC123,9/6/2015,7/30/2025,Ubuntu 20.04,Intel Core i7,18,8/4/2022
673,scanner,Rhyzio,Lenovo ThinkCentre,ABC123,5/19/2019,4/25/2024,macOS Big Sur,Intel Core i7,20,11/10/2022
674,laptop,Voonder,HP EliteBook,ABC123,7/13/2013,12/8/2024,macOS Big Sur,Qualcomm Snapdragon,12,12/5/2022
675,laptop,Feedspan,HP EliteBook,DEF456,4/21/2019,9/8/2022,macOS Big Sur,Qualcomm Snapdragon,29,4/1/2021
676,desktop,Skidoo,HP EliteBook,ABC123,9/17/2014,10/5/2024,Windows 10,Intel Core i7,8,12/23/2022
677,laptop,Tekfly,HP EliteBook,ABC123,9/2/2020,6/14/2022,Ubuntu 20.04,AMD Ryzen 5,18,6/11/2021
678,printer,Photospace,HP EliteBook,GHI789,6/28/2017,8/17/2025,macOS Big Sur,AMD Ryzen 5,30,11/14/2022
679,laptop,Latz,Dell OptiPlex,GHI789,8/31/2010,3/8/2025,Windows 10,AMD Ryzen 5,31,8/23/2023
680,desktop,Tanoodle,Lenovo ThinkCentre,GHI789,8/4/2011,5/29/2025,macOS Big Sur,Intel Core i7,32,9/10/2022
681,printer,Zoomlounge,Lenovo ThinkCentre,ABC123,3/10/2011,11/5/2022,Windows 10,Qualcomm Snapdragon,21,2/10/2020
682,printer,Browsetype,HP EliteBook,ABC123,3/18/2010,12/28/2023,Ubuntu 20.04,Qualcomm Snapdragon,28,4/18/2023
683,printer,Quatz,Lenovo ThinkCentre,ABC123,6/25/2013,5/27/2022,Windows 10,Qualcomm Snapdragon,29,3/16/2022
684,laptop,Tekfly,HP EliteBook,ABC123,7/15/2010,8/5/2024,Ubuntu 20.04,Intel Core i7,22,4/5/2020
685,scanner,Tazz,Dell OptiPlex,DEF456,11/6/2016,1/24/2023,Ubuntu 20.04,Qualcomm Snapdragon,21,10/3/2023
686,scanner,Twimm,Dell OptiPlex,GHI789,4/27/2010,5/30/2023,Ubuntu 20.04,Qualcomm Snapdragon,31,11/8/2020
687,server,Tavu,Lenovo ThinkCentre,GHI789,12/5/2020,3/12/2024,Ubuntu 20.04,Qualcomm Snapdragon,31,5/28/2023
688,server,Jamia,Lenovo ThinkCentre,DEF456,12/24/2012,2/1/2022,macOS Big Sur,Intel Core i7,4,6/24/2022
689,server,Feedfire,HP EliteBook,DEF456,4/8/2012,1/19/2024,macOS Big Sur,Intel Core i7,30,9/23/2020
690,server,Skyvu,HP EliteBook,ABC123,9/16/2015,5/6/2023,macOS Big Sur,Qualcomm Snapdragon,25,6/6/2023
691,server,Omba,HP EliteBook,ABC123,9/2/2020,7/14/2022,Ubuntu 20.04,AMD Ryzen 5,16,1/9/2022
692,desktop,Dabjam,Lenovo ThinkCentre,DEF456,4/5/2013,8/17/2022,Ubuntu 20.04,AMD Ryzen 5,15,3/24/2021
693,printer,Rhyzio,Dell OptiPlex,GHI789,8/19/2016,11/13/2022,Windows 10,AMD Ryzen 5,17,2/23/2023
694,laptop,Brainlounge,HP EliteBook,GHI789,11/7/2019,3/28/2024,Windows 10,Intel Core i7,5,4/7/2022
695,server,Thoughtstorm,HP EliteBook,ABC123,11/3/2013,9/30/2025,Ubuntu 20.04,Intel Core i7,15,9/5/2023
696,server,Wikibox,Lenovo ThinkCentre,DEF456,3/18/2011,2/1/2022,Windows 10,AMD Ryzen 5,9,6/9/2022
697,laptop,Wikizz,Dell OptiPlex,DEF456,5/10/2016,6/4/2024,macOS Big Sur,Qualcomm Snapdragon,29,10/25/2021
698,server,Linkbuzz,HP EliteBook,DEF456,3/20/2018,10/27/2025,Windows 10,Intel Core i7,31,4/24/2022
699,scanner,Skyvu,Lenovo ThinkCentre,DEF456,3/3/2015,4/18/2023,Windows 10,Qualcomm Snapdragon,24,11/16/2023
700,printer,Photofeed,HP EliteBook,ABC123,12/28/2021,3/19/2025,macOS Big Sur,Intel Core i7,31,1/9/2021
701,scanner,Eare,HP EliteBook,ABC123,11/24/2018,1/1/2022,Windows 10,Intel Core i7,28,9/6/2021
702,scanner,Nlounge,Lenovo ThinkCentre,ABC123,7/4/2017,10/19/2025,Windows 10,Qualcomm Snapdragon,14,12/8/2020
703,laptop,Tazz,Dell OptiPlex,DEF456,4/28/2014,3/14/2022,Windows 10,Qualcomm Snapdragon,28,10/14/2020
704,desktop,Dabtype,Lenovo ThinkCentre,ABC123,8/15/2010,8/12/2023,Windows 10,AMD Ryzen 5,31,9/13/2021
705,desktop,JumpXS,Lenovo ThinkCentre,GHI789,12/17/2020,7/2/2023,Ubuntu 20.04,AMD Ryzen 5,21,5/22/2022
706,scanner,Zoomlounge,HP EliteBook,GHI789,7/31/2015,10/1/2023,macOS Big Sur,Qualcomm Snapdragon,31,3/15/2021
707,laptop,Topiclounge,Dell OptiPlex,ABC123,9/20/2011,8/18/2024,macOS Big Sur,Intel Core i7,6,10/14/2023
708,desktop,Avamba,Dell OptiPlex,GHI789,2/10/2012,9/7/2025,macOS Big Sur,Qualcomm Snapdragon,17,8/12/2023
709,scanner,Npath,HP EliteBook,ABC123,1/8/2013,6/25/2023,macOS Big Sur,AMD Ryzen 5,11,8/15/2021
710,desktop,Oozz,Dell OptiPlex,GHI789,9/26/2014,10/23/2025,Ubuntu 20.04,AMD Ryzen 5,17,5/25/2023
711,scanner,Yotz,Dell OptiPlex,GHI789,7/29/2013,6/8/2024,Ubuntu 20.04,Intel Core i7,7,10/31/2023
712,server,Topiczoom,Dell OptiPlex,ABC123,9/30/2021,6/28/2023,Ubuntu 20.04,AMD Ryzen 5,13,3/8/2023
713,laptop,Talane,HP EliteBook,GHI789,3/16/2015,11/14/2022,macOS Big Sur,Qualcomm Snapdragon,12,9/26/2020
714,printer,Layo,Dell OptiPlex,ABC123,9/22/2010,4/8/2022,Ubuntu 20.04,AMD Ryzen 5,10,7/21/2020
715,laptop,Ainyx,Dell OptiPlex,DEF456,1/14/2021,4/11/2022,macOS Big Sur,Qualcomm Snapdragon,32,12/3/2023
716,laptop,Trudoo,Lenovo ThinkCentre,ABC123,7/4/2021,5/19/2024,Ubuntu 20.04,Qualcomm Snapdragon,22,5/24/2020
717,printer,Brainbox,Lenovo ThinkCentre,ABC123,8/4/2010,7/12/2024,macOS Big Sur,Intel Core i7,18,9/27/2022
718,server,Abata,Lenovo ThinkCentre,DEF456,10/1/2017,12/11/2023,macOS Big Sur,Intel Core i7,22,5/12/2023
719,scanner,Jayo,HP EliteBook,GHI789,9/19/2014,7/23/2024,macOS Big Sur,Intel Core i7,30,2/20/2021
720,scanner,Oyonder,HP EliteBook,GHI789,1/19/2011,9/18/2023,Ubuntu 20.04,Qualcomm Snapdragon,25,9/29/2021
721,desktop,Meezzy,HP EliteBook,ABC123,5/8/2014,2/4/2024,Windows 10,AMD Ryzen 5,13,12/7/2023
722,printer,Oodoo,Lenovo ThinkCentre,GHI789,1/6/2019,10/29/2022,Ubuntu 20.04,Qualcomm Snapdragon,5,9/10/2022
723,printer,Wordpedia,Lenovo ThinkCentre,GHI789,7/9/2021,2/4/2025,Ubuntu 20.04,Qualcomm Snapdragon,31,6/13/2023
724,laptop,Voolith,HP EliteBook,DEF456,10/24/2017,10/19/2022,Ubuntu 20.04,Qualcomm Snapdragon,27,9/28/2023
725,laptop,Trupe,HP EliteBook,DEF456,11/1/2021,12/11/2024,Ubuntu 20.04,Qualcomm Snapdragon,13,3/20/2021
726,printer,Photolist,HP EliteBook,GHI789,3/14/2014,5/2/2024,Ubuntu 20.04,Intel Core i7,12,5/9/2022
727,server,Meejo,Dell OptiPlex,DEF456,10/18/2018,6/19/2025,macOS Big Sur,Intel Core i7,22,2/2/2023
728,server,Yakijo,Dell OptiPlex,DEF456,11/18/2012,10/24/2024,macOS Big Sur,Qualcomm Snapdragon,25,6/28/2020
729,desktop,Ntags,Dell OptiPlex,GHI789,10/1/2012,2/18/2024,macOS Big Sur,AMD Ryzen 5,27,2/23/2020
730,laptop,Twitterbeat,Lenovo ThinkCentre,DEF456,1/10/2014,1/11/2024,Ubuntu 20.04,Qualcomm Snapdragon,17,8/18/2023
731,desktop,Riffpath,Dell OptiPlex,ABC123,6/12/2014,1/11/2025,Windows 10,Intel Core i7,13,4/29/2023
732,printer,Mita,Dell OptiPlex,ABC123,3/15/2015,5/13/2023,Ubuntu 20.04,Intel Core i7,19,11/28/2020
733,printer,Edgeify,Dell OptiPlex,ABC123,5/30/2021,5/11/2025,Ubuntu 20.04,Qualcomm Snapdragon,12,4/29/2020
734,laptop,Realbuzz,HP EliteBook,GHI789,6/29/2011,3/5/2024,macOS Big Sur,Qualcomm Snapdragon,32,6/17/2023
735,scanner,Skipstorm,Dell OptiPlex,DEF456,3/2/2016,4/26/2023,macOS Big Sur,AMD Ryzen 5,13,7/2/2020
736,desktop,Wikivu,HP EliteBook,DEF456,8/19/2017,1/10/2023,Ubuntu 20.04,AMD Ryzen 5,26,6/16/2021
737,server,Izio,HP EliteBook,DEF456,5/20/2018,8/19/2023,Windows 10,Qualcomm Snapdragon,17,12/24/2020
738,scanner,Twitterlist,Lenovo ThinkCentre,DEF456,12/15/2016,10/24/2024,macOS Big Sur,Qualcomm Snapdragon,23,1/10/2024
739,desktop,Meevee,Lenovo ThinkCentre,DEF456,9/7/2018,11/1/2024,Windows 10,Intel Core i7,30,12/16/2022
740,laptop,Izio,HP EliteBook,DEF456,2/11/2013,6/13/2024,Ubuntu 20.04,AMD Ryzen 5,30,7/9/2020
741,printer,Talane,Lenovo ThinkCentre,ABC123,1/4/2021,6/2/2024,Windows 10,Qualcomm Snapdragon,8,7/19/2023
742,printer,Skivee,Dell OptiPlex,GHI789,2/28/2014,4/4/2022,Ubuntu 20.04,Intel Core i7,19,2/10/2022
743,printer,Avavee,Dell OptiPlex,ABC123,10/17/2021,11/22/2025,macOS Big Sur,Qualcomm Snapdragon,12,4/19/2022
744,server,Twitterworks,HP EliteBook,GHI789,11/23/2015,7/5/2024,Ubuntu 20.04,AMD Ryzen 5,4,3/20/2020
745,desktop,Skipfire,HP EliteBook,GHI789,1/6/2019,2/12/2024,Ubuntu 20.04,AMD Ryzen 5,19,9/23/2020
746,desktop,Shufflebeat,Lenovo ThinkCentre,DEF456,8/14/2017,7/4/2022,macOS Big Sur,Intel Core i7,5,4/4/2023
747,laptop,Devshare,Dell OptiPlex,ABC123,8/15/2013,1/20/2024,Ubuntu 20.04,AMD Ryzen 5,25,6/24/2022
748,laptop,Jabbersphere,Dell OptiPlex,ABC123,1/27/2013,8/4/2024,Windows 10,Qualcomm Snapdragon,26,12/13/2023
749,desktop,Browsetype,HP EliteBook,ABC123,4/15/2015,11/17/2025,Ubuntu 20.04,AMD Ryzen 5,19,10/8/2021
750,server,Divavu,Dell OptiPlex,DEF456,8/19/2012,7/13/2024,Windows 10,Qualcomm Snapdragon,14,11/27/2021
751,server,Zava,Lenovo ThinkCentre,DEF456,11/29/2020,3/2/2025,Ubuntu 20.04,AMD Ryzen 5,15,6/29/2020
752,desktop,Yambee,HP EliteBook,GHI789,12/20/2013,10/12/2024,Windows 10,Intel Core i7,28,2/8/2021
753,printer,Wikizz,Lenovo ThinkCentre,GHI789,7/27/2013,12/10/2024,Ubuntu 20.04,AMD Ryzen 5,21,4/19/2021
754,desktop,Photospace,Lenovo ThinkCentre,DEF456,6/23/2018,7/2/2025,Ubuntu 20.04,Intel Core i7,27,12/24/2022
755,desktop,Camido,HP EliteBook,DEF456,1/16/2017,12/10/2024,Windows 10,AMD Ryzen 5,9,9/16/2020
756,server,Teklist,HP EliteBook,DEF456,11/13/2011,1/18/2023,Ubuntu 20.04,Intel Core i7,32,12/16/2021
757,desktop,Zoovu,Lenovo ThinkCentre,ABC123,8/2/2021,8/7/2024,macOS Big Sur,AMD Ryzen 5,16,2/15/2020
758,server,Roombo,Lenovo ThinkCentre,GHI789,10/22/2010,8/1/2023,Ubuntu 20.04,AMD Ryzen 5,15,9/5/2021
759,laptop,Kwimbee,HP EliteBook,GHI789,7/30/2013,1/31/2023,macOS Big Sur,Qualcomm Snapdragon,14,2/15/2021
760,scanner,Voonyx,Dell OptiPlex,ABC123,1/1/2015,2/8/2022,Windows 10,AMD Ryzen 5,23,9/24/2021
761,laptop,Yozio,HP EliteBook,DEF456,2/6/2011,9/27/2024,macOS Big Sur,Intel Core i7,17,8/1/2020
762,desktop,Skilith,Lenovo ThinkCentre,DEF456,7/23/2020,11/12/2024,Windows 10,AMD Ryzen 5,30,7/23/2022
763,printer,Devshare,Lenovo ThinkCentre,GHI789,1/6/2010,4/17/2024,Windows 10,AMD Ryzen 5,7,5/21/2023
764,server,Thoughtsphere,Dell OptiPlex,GHI789,6/25/2018,5/18/2024,Windows 10,Qualcomm Snapdragon,21,7/20/2021
765,desktop,Photofeed,HP EliteBook,DEF456,12/4/2014,5/9/2023,Windows 10,AMD Ryzen 5,14,12/15/2020
766,laptop,Dynava,Dell OptiPlex,ABC123,4/28/2013,5/22/2024,macOS Big Sur,AMD Ryzen 5,4,4/29/2020
767,server,Babbleblab,Lenovo ThinkCentre,ABC123,3/14/2016,9/30/2024,macOS Big Sur,AMD Ryzen 5,24,2/1/2023
768,scanner,Skimia,Dell OptiPlex,ABC123,10/19/2015,9/15/2023,macOS Big Sur,AMD Ryzen 5,28,12/9/2021
769,laptop,Kimia,HP EliteBook,DEF456,3/1/2020,10/6/2025,Windows 10,Intel Core i7,28,10/27/2023
770,desktop,Yabox,Dell OptiPlex,GHI789,8/20/2021,4/17/2023,Windows 10,AMD Ryzen 5,24,4/28/2020
771,server,Thoughtbeat,HP EliteBook,DEF456,8/6/2016,8/15/2023,Windows 10,Intel Core i7,28,7/14/2021
772,printer,Yombu,Lenovo ThinkCentre,DEF456,8/18/2018,7/31/2025,Ubuntu 20.04,Qualcomm Snapdragon,23,12/28/2021
773,laptop,Zoombox,Lenovo ThinkCentre,DEF456,12/6/2011,6/17/2023,macOS Big Sur,Qualcomm Snapdragon,29,3/18/2021
774,scanner,Tagcat,HP EliteBook,GHI789,2/5/2021,7/16/2022,Ubuntu 20.04,AMD Ryzen 5,6,12/11/2021
775,server,Yamia,Lenovo ThinkCentre,ABC123,4/3/2012,7/8/2025,Windows 10,Qualcomm Snapdragon,10,12/28/2021
776,printer,Jabbersphere,HP EliteBook,DEF456,12/17/2010,3/9/2022,Ubuntu 20.04,Intel Core i7,14,2/7/2023
777,server,Twimbo,Lenovo ThinkCentre,ABC123,6/26/2020,7/29/2022,macOS Big Sur,Intel Core i7,22,4/22/2021
778,laptop,Voonix,Lenovo ThinkCentre,ABC123,2/1/2012,12/26/2022,Ubuntu 20.04,AMD Ryzen 5,27,10/31/2020
779,server,Oloo,HP EliteBook,DEF456,8/5/2010,4/25/2024,macOS Big Sur,AMD Ryzen 5,21,1/5/2023
780,server,Livetube,Dell OptiPlex,ABC123,10/5/2018,2/23/2023,Windows 10,AMD Ryzen 5,22,12/5/2021
781,laptop,Realcube,HP EliteBook,DEF456,10/29/2020,4/14/2024,Ubuntu 20.04,AMD Ryzen 5,7,10/15/2022
782,laptop,Skyble,HP EliteBook,DEF456,6/12/2018,5/28/2023,Ubuntu 20.04,Intel Core i7,9,8/6/2022
783,scanner,Ntags,Lenovo ThinkCentre,ABC123,6/15/2010,8/12/2025,macOS Big Sur,AMD Ryzen 5,12,2/22/2023
784,desktop,Twinte,Dell OptiPlex,GHI789,9/13/2012,7/17/2022,Windows 10,Qualcomm Snapdragon,9,1/12/2022
785,scanner,Voolia,Lenovo ThinkCentre,DEF456,2/28/2015,1/11/2023,Windows 10,AMD Ryzen 5,32,8/15/2022
786,server,Edgepulse,Dell OptiPlex,ABC123,4/9/2012,11/30/2023,Windows 10,Qualcomm Snapdragon,19,3/10/2023
787,scanner,Topicware,Dell OptiPlex,GHI789,7/12/2014,1/10/2022,Ubuntu 20.04,Intel Core i7,24,8/12/2023
788,server,Topicware,Dell OptiPlex,GHI789,7/10/2018,6/21/2024,macOS Big Sur,Qualcomm Snapdragon,19,11/9/2022
789,server,Zoonder,HP EliteBook,GHI789,1/4/2016,6/22/2025,macOS Big Sur,Qualcomm Snapdragon,16,7/5/2020
790,scanner,Feednation,HP EliteBook,DEF456,2/5/2017,7/9/2025,Windows 10,Qualcomm Snapdragon,7,6/2/2023
791,server,Dabshots,HP EliteBook,ABC123,1/21/2021,9/20/2025,Ubuntu 20.04,Qualcomm Snapdragon,6,11/4/2023
792,scanner,Kamba,Dell OptiPlex,DEF456,6/10/2019,11/25/2025,macOS Big Sur,Intel Core i7,13,11/9/2023
793,laptop,Zoombeat,Dell OptiPlex,GHI789,8/25/2016,2/4/2025,macOS Big Sur,AMD Ryzen 5,26,9/21/2020
794,printer,Zoomlounge,HP EliteBook,GHI789,10/31/2013,6/19/2022,Ubuntu 20.04,Qualcomm Snapdragon,26,8/24/2022
795,server,Meezzy,Dell OptiPlex,GHI789,9/16/2016,10/12/2022,Windows 10,Intel Core i7,28,5/12/2023
796,server,Trunyx,Dell OptiPlex,DEF456,2/9/2020,11/1/2022,Ubuntu 20.04,AMD Ryzen 5,21,5/26/2020
797,printer,Trilia,Dell OptiPlex,ABC123,7/31/2012,2/1/2025,macOS Big Sur,Qualcomm Snapdragon,14,10/27/2022
798,server,Livetube,Dell OptiPlex,DEF456,5/16/2018,6/17/2024,Ubuntu 20.04,Intel Core i7,9,5/25/2023
799,laptop,Skinder,HP EliteBook,DEF456,1/18/2017,9/8/2024,Windows 10,Intel Core i7,8,11/20/2020
800,server,Zoomzone,Lenovo ThinkCentre,GHI789,11/18/2020,2/14/2022,Windows 10,AMD Ryzen 5,15,9/8/2020
801,desktop,Edgeclub,Dell OptiPlex,DEF456,10/15/2014,11/3/2023,Windows 10,Qualcomm Snapdragon,10,8/1/2021
802,printer,Jayo,HP EliteBook,ABC123,5/3/2012,2/19/2022,Windows 10,Intel Core i7,24,4/23/2022
803,scanner,Feednation,Dell OptiPlex,DEF456,8/2/2014,9/15/2023,macOS Big Sur,AMD Ryzen 5,25,1/17/2021
804,printer,Twitterlist,Lenovo ThinkCentre,ABC123,4/5/2014,8/24/2023,Ubuntu 20.04,AMD Ryzen 5,20,10/23/2023
805,scanner,Linktype,HP EliteBook,ABC123,12/16/2013,3/25/2025,Ubuntu 20.04,Intel Core i7,8,9/18/2021
806,printer,Quatz,Dell OptiPlex,DEF456,11/20/2013,8/9/2025,Ubuntu 20.04,Intel Core i7,29,11/12/2021
807,server,Eidel,HP EliteBook,ABC123,5/27/2016,11/28/2025,macOS Big Sur,Qualcomm Snapdragon,27,7/7/2021
808,printer,Avamba,Lenovo ThinkCentre,DEF456,2/27/2012,11/15/2024,macOS Big Sur,Intel Core i7,30,1/27/2022
